path,basename,validation,font_name,font_family,font_full_name,font_postscript_name
/Users/xiangyucheng/Library/Fonts/FZZJ-XSS.TTF,FZZJ-XSS.TTF,Valid,FZZJ-XSS,FZZJ-XSS,FZZJ-XSS,FZZJ-XSS
/System/Library/Fonts/Supplemental/Farah.ttc,Farah.ttc,Valid,Farah Regular,Farah,Farah Regular,Farah
/System/Library/Fonts/Supplemental/Farisi.ttf,Farisi.ttf,Valid,Farisi Regular,Farisi,Farisi Regular,Farisi
/System/Library/Fonts/Supplemental/Futura.ttc,Futura.ttc,Valid,Futura Medium,Futura,Futura Medium,Futura-Medium
/System/Library/Fonts/Supplemental/NISC18030.ttf,NISC18030.ttf,Valid,GB18030 Bitmap,GB18030 Bitmap,GB18030 Bitmap,GB18030Bitmap
/System/Library/Fonts/Supplemental/Galvji.ttc,Galvji.ttc,Valid,Galvji,Galvji,Galvji,Galvji
/System/Library/Fonts/GeezaPro.ttc,GeezaPro.ttc,Valid,Geeza Pro Regular,Geeza Pro,Geeza Pro Regular,GeezaPro
/Users/xiangyucheng/Library/Fonts/GenShinGothic-Heavy-2.ttf,GenShinGothic-Heavy-2.ttf,Valid,Gen Shin Gothic Heavy,Gen Shin Gothic Heavy,Gen Shin Gothic Heavy,GenShinGothic-Heavy
/System/Library/Fonts/Geneva.ttf,Geneva.ttf,Valid,Geneva,Geneva,Geneva,Geneva
/System/Library/Fonts/Supplemental/Georgia.ttf,Georgia.ttf,Valid,Georgia,Georgia,Georgia,Georgia
/System/Library/Fonts/Supplemental/Georgia Bold.ttf,Georgia Bold.ttf,Valid,Georgia Bold,Georgia,Georgia Bold,Georgia-Bold
/System/Library/Fonts/Supplemental/Georgia Bold Italic.ttf,Georgia Bold Italic.ttf,Valid,Georgia Bold Italic,Georgia,Georgia Bold Italic,Georgia-BoldItalic
/System/Library/Fonts/Supplemental/Georgia Italic.ttf,Georgia Italic.ttf,Valid,Georgia Italic,Georgia,Georgia Italic,Georgia-Italic
/System/Library/Fonts/Supplemental/GillSans.ttc,GillSans.ttc,Valid,Gill Sans,Gill Sans,Gill Sans,GillSans
/System/Library/Fonts/Supplemental/GujaratiMT.ttc,GujaratiMT.ttc,Valid,Gujarati MT,Gujarati MT,Gujarati MT,GujaratiMT
/System/Library/Fonts/Supplemental/Gujarati Sangam MN.ttc,Gujarati Sangam MN.ttc,Valid,Gujarati Sangam MN,Gujarati Sangam MN,Gujarati Sangam MN,GujaratiSangamMN
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/2cbbb46d93096244bde9fa13aa10939987dd0964.asset/AssetData/Gungseouche.ttf,Gungseouche.ttf,Valid,GungSeo Regular,GungSeo,GungSeo Regular,JCkg
/System/Library/Fonts/Supplemental/Gurmukhi MN.ttc,Gurmukhi MN.ttc,Valid,Gurmukhi MN,Gurmukhi MN,Gurmukhi MN,GurmukhiMN
/System/Library/Fonts/Supplemental/Gurmukhi.ttf,Gurmukhi.ttf,Valid,Gurmukhi MT,Gurmukhi MT,Gurmukhi MT,MonotypeGurmukhi
/System/Library/Fonts/Supplemental/Gurmukhi Sangam MN.ttc,Gurmukhi Sangam MN.ttc,Valid,Gurmukhi Sangam MN,Gurmukhi Sangam MN,Gurmukhi Sangam MN,GurmukhiSangamMN
/Users/xiangyucheng/Library/Fonts/HanaMin.ttf,HanaMin.ttf,Valid,HanaMin Regular,HanaMin,HanaMin Regular,HanaMin
/Users/xiangyucheng/Library/Fonts/HanaMinA.ttf,HanaMinA.ttf,Valid,HanaMinA Regular,HanaMinA,HanaMinA Regular,HanaMinA
/Users/xiangyucheng/Library/Fonts/花园明朝体-HanaMinA.ttf,花园明朝体-HanaMinA.ttf,Valid,HanaMinA Regular,HanaMinA,HanaMinA Regular,HanaMinA
/Users/xiangyucheng/Library/Fonts/花园明朝体-HanaMinB.ttf,花园明朝体-HanaMinB.ttf,Valid,HanaMinB Regular,HanaMinB,HanaMinB Regular,HanaMinB
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/00bfc46ccb002b730e29def5116e0a571fb617d8.asset/AssetData/Hannotate.ttc,Hannotate.ttc,Valid,Hannotate SC Regular,Hannotate SC,Hannotate SC Regular,HannotateSC-W5
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/a3c69464b629577766c23bcdb12ffbfe3759b923.asset/AssetData/Hanzipen.ttc,Hanzipen.ttc,Valid,HanziPen SC Regular,HanziPen SC,HanziPen SC Regular,HanziPenSC-W3
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/c6821a5885b1c099dc7e340ca61cd3ddb35cb62e.asset/AssetData/HeadlineA.ttf,HeadlineA.ttf,Valid,HeadLineA Regular,HeadLineA,HeadLineA Regular,JCHEadA
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/5feac9245cca79adaf638ded7a4994b1ddb33ca0.asset/AssetData/Hei.ttf,Hei.ttf,Valid,Hei Regular,Hei,Hei Regular,SIL-Hei-Med-Jian
/System/Library/Fonts/STHeiti Light.ttc,STHeiti Light.ttc,Valid,Heiti TC Light,Heiti TC,Heiti TC Light,STHeitiTC-Light
/System/Library/Fonts/STHeiti Medium.ttc,STHeiti Medium.ttc,Valid,Heiti TC Medium,Heiti TC,Heiti TC Medium,STHeitiTC-Medium
/System/Library/Fonts/Helvetica.ttc,Helvetica.ttc,Valid,Helvetica,Helvetica,Helvetica,Helvetica
/System/Library/Fonts/HelveticaNeue.ttc,HelveticaNeue.ttc,Valid,Helvetica Neue,Helvetica Neue,Helvetica Neue,HelveticaNeue
/System/Library/Fonts/Supplemental/Herculanum.ttf,Herculanum.ttf,Valid,Herculanum,Herculanum,Herculanum,Herculanum
/System/Library/Fonts/ヒラギノ丸ゴ ProN W4.ttc,ヒラギノ丸ゴ ProN W4.ttc,Valid,HiraMaruPro-W4,Hiragino Maru Gothic Pro W4,HiraMaruPro-W4,HiraMaruPro-W4
/System/Library/Fonts/ヒラギノ明朝 ProN.ttc,ヒラギノ明朝 ProN.ttc,Valid,HiraMinProN-W3,Hiragino Mincho ProN W3,HiraMinProN-W3,HiraMinProN-W3
/Users/xiangyucheng/Library/Fonts/Jiao-Std-W8-2.otf,Jiao-Std-W8-2.otf,Valid,Hiragino Kaku Gothic Std W8,Hiragino Kaku Gothic Std W8,Hiragino Kaku Gothic Std W8,HiraKakuStd-W8
/System/Library/Fonts/Hiragino Sans GB.ttc,Hiragino Sans GB.ttc,Valid,Hiragino Sans GB W3,Hiragino Sans GB W3,Hiragino Sans GB W3,HiraginoSansGB-W3
/System/Library/Fonts/ヒラギノ角ゴシック W0.ttc,ヒラギノ角ゴシック W0.ttc,Valid,Hiragino Sans W0,Hiragino Sans W0,Hiragino Sans W0,HiraginoSans-W0
/System/Library/Fonts/ヒラギノ角ゴシック W1.ttc,ヒラギノ角ゴシック W1.ttc,Valid,Hiragino Sans W1,Hiragino Sans W1,Hiragino Sans W1,HiraginoSans-W1
/System/Library/Fonts/ヒラギノ角ゴシック W2.ttc,ヒラギノ角ゴシック W2.ttc,Valid,Hiragino Sans W2,Hiragino Sans W2,Hiragino Sans W2,HiraginoSans-W2
/System/Library/Fonts/ヒラギノ角ゴシック W3.ttc,ヒラギノ角ゴシック W3.ttc,Valid,Hiragino Sans W3,Hiragino Sans W3,Hiragino Sans W3,HiraginoSans-W3
/System/Library/Fonts/ヒラギノ角ゴシック W4.ttc,ヒラギノ角ゴシック W4.ttc,Valid,Hiragino Sans W4,Hiragino Sans W4,Hiragino Sans W4,HiraginoSans-W4
/System/Library/Fonts/ヒラギノ角ゴシック W5.ttc,ヒラギノ角ゴシック W5.ttc,Valid,Hiragino Sans W5,Hiragino Sans W5,Hiragino Sans W5,HiraginoSans-W5
/System/Library/Fonts/ヒラギノ角ゴシック W6.ttc,ヒラギノ角ゴシック W6.ttc,Valid,Hiragino Sans W6,Hiragino Sans W6,Hiragino Sans W6,HiraginoSans-W6
/System/Library/Fonts/ヒラギノ角ゴシック W7.ttc,ヒラギノ角ゴシック W7.ttc,Valid,Hiragino Sans W7,Hiragino Sans W7,Hiragino Sans W7,HiraginoSans-W7
/System/Library/Fonts/ヒラギノ角ゴシック W8.ttc,ヒラギノ角ゴシック W8.ttc,Valid,Hiragino Sans W8,Hiragino Sans W8,Hiragino Sans W8,HiraginoSans-W8
/System/Library/Fonts/ヒラギノ角ゴシック W9.ttc,ヒラギノ角ゴシック W9.ttc,Valid,Hiragino Sans W9,Hiragino Sans W9,Hiragino Sans W9,HiraginoSans-W9
/Users/xiangyucheng/Library/Fonts/hiraginokaku-w9-90-rksj-h.ttc,hiraginokaku-w9-90-rksj-h.ttc,Valid,HiraginoKaku W9,HiraginoKaku W9,HiraginoKaku W9,HiraginoKaku-W9-90msp-RKSJ-H
/System/Library/Fonts/Supplemental/Hoefler Text.ttc,Hoefler Text.ttc,Valid,Hoefler Text,Hoefler Text,Hoefler Text,HoeflerText-Regular
/System/Library/Fonts/Supplemental/Hoefler Text Ornaments.ttf,Hoefler Text Ornaments.ttf,Valid,Hoefler Text Ornaments,Hoefler Text Ornaments,Hoefler Text Ornaments,HoeflerText-Ornaments
/System/Library/Fonts/Supplemental/ITFDevanagari.ttc,ITFDevanagari.ttc,Valid,ITFDevanagari-Book,ITF Devanagari,ITFDevanagari-Book,ITFDevanagari-Book
/System/Library/Fonts/Supplemental/Impact.ttf,Impact.ttf,Valid,Impact,Impact,Impact,Impact
/System/Library/Fonts/Supplemental/InaiMathi-MN.ttc,InaiMathi-MN.ttc,Valid,InaiMathi,InaiMathi,InaiMathi,InaiMathi
/System/Library/Fonts/Supplemental/Iowan Old Style.ttc,Iowan Old Style.ttc,Valid,Iowan Old Style Roman,Iowan Old Style,Iowan Old Style Roman,IowanOldStyle-Roman
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/6331c5916c361af1b83fb8b8b76ef2eece20c8eb.asset/AssetData/Kai.ttf,Kai.ttf,Valid,Kai Regular,Kai,Kai Regular,SIL-Kai-Reg-Jian
/System/Library/Fonts/Supplemental/Kailasa.ttc,Kailasa.ttc,Valid,Kailasa Regular,Kailasa,Kailasa Regular,Kailasa
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/88d6cc32a907955efa1d014207889413890573be.asset/AssetData/Kaiti.ttc,Kaiti.ttc,Valid,Kaiti SC Regular,Kaiti SC,Kaiti SC Regular,STKaitiSC-Regular
/System/Library/Fonts/Supplemental/Kannada MN.ttc,Kannada MN.ttc,Valid,Kannada MN,Kannada MN,Kannada MN,KannadaMN
/System/Library/Fonts/Supplemental/Kannada Sangam MN.ttc,Kannada Sangam MN.ttc,Valid,Kannada Sangam MN,Kannada Sangam MN,Kannada Sangam MN,KannadaSangamMN
/System/Library/Fonts/Supplemental/KefaIII.ttf,KefaIII.ttf,Valid,Kefa III Regular,Kefa III,Kefa III Regular,KefaIII-Regular
/Users/xiangyucheng/Library/Fonts/keifont.ttf,keifont.ttf,Valid,Keifont,Keifont,Keifont,Keifont
/System/Library/Fonts/Supplemental/Khmer MN.ttc,Khmer MN.ttc,Valid,Khmer MN,Khmer MN,Khmer MN,KhmerMN
/System/Library/Fonts/Supplemental/Khmer Sangam MN.ttf,Khmer Sangam MN.ttf,Valid,Khmer Sangam MN,Khmer Sangam MN,Khmer Sangam MN,KhmerSangamMN
/Users/xiangyucheng/Library/Fonts/kipsol-regular.ttf,kipsol-regular.ttf,Valid,Kipsol,Kipsol,Kipsol,Kipsol
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/81e879dcb4d596ab140f7cffcd5ccaaf8108519b.asset/AssetData/Klee.ttc,Klee.ttc,Valid,Klee Demibold,Klee Demibold,Klee Demibold,Klee-Demibold
/System/Library/Fonts/KohinoorBangla.ttc,KohinoorBangla.ttc,Valid,Kohinoor Bangla,Kohinoor Bangla,Kohinoor Bangla,KohinoorBangla-Regular
/System/Library/Fonts/Kohinoor.ttc,Kohinoor.ttc,Valid,Kohinoor Devanagari Regular,Kohinoor Devanagari,Kohinoor Devanagari Regular,KohinoorDevanagari-Regular
/System/Library/Fonts/KohinoorGujarati.ttc,KohinoorGujarati.ttc,Valid,Kohinoor Gujarati Bold,Kohinoor Gujarati,Kohinoor Gujarati Bold,KohinoorGujarati-Bold
/System/Library/Fonts/KohinoorTelugu.ttc,KohinoorTelugu.ttc,Valid,Kohinoor Telugu,Kohinoor Telugu,Kohinoor Telugu,KohinoorTelugu-Regular
/System/Library/Fonts/Supplemental/Kokonor.ttf,Kokonor.ttf,Valid,Kokonor Regular,Kokonor,Kokonor Regular,Kokonor
/System/Library/Fonts/Supplemental/Krungthep.ttf,Krungthep.ttf,Valid,Krungthep,Krungthep,Krungthep,Krungthep
/System/Library/Fonts/Supplemental/KufiStandardGK.ttc,KufiStandardGK.ttc,Valid,KufiStandardGK Regular,KufiStandardGK,KufiStandardGK Regular,KufiStandardGK
/Users/xiangyucheng/Library/Fonts/kurokane.ttf,kurokane.ttf,Valid,Kurokane,Kurokane,Kurokane,Kurokane
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/f14049099a04e570b893c01d9a4cd71f87c9e8d8.asset/AssetData/Lantinghei.ttc,Lantinghei.ttc,Valid,Lantinghei SC Demibold,Lantinghei SC,Lantinghei SC Demibold,FZLTZHK--GBK1-0
/System/Library/Fonts/Supplemental/Lao MN.ttc,Lao MN.ttc,Valid,Lao MN,Lao MN,Lao MN,LaoMN
/System/Library/Fonts/Supplemental/Lao Sangam MN.ttf,Lao Sangam MN.ttf,Valid,Lao Sangam MN,Lao Sangam MN,Lao Sangam MN,LaoSangamMN
/Users/xiangyucheng/Library/Fonts/lesle.ttf,lesle.ttf,Valid,Lesle,Lesle,Lesle,Lesle
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/5d3a1229823fff781c0d9dac611c90f9fc31e138.asset/AssetData/LiHeiPro.ttf,LiHeiPro.ttf,Valid,LiHei Pro,LiHei Pro,LiHei Pro,LiHeiPro
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/6372627020b45393e500bb1661c460d4a93aff49.asset/AssetData/LiSongPro.ttf,LiSongPro.ttf,Valid,LiSong Pro,LiSong Pro,LiSong Pro,LiSongPro
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/a304e3396d019087ab67af77f5e398977529007d.asset/AssetData/Libian.ttc,Libian.ttc,Valid,Libian SC Regular,Libian SC,Libian SC Regular,STLibianSC-Regular
/Users/xiangyucheng/Library/Fonts/9dd85b0905ed60da332151f89da9e03f.otf,9dd85b0905ed60da332151f89da9e03f.otf,Valid,LightNovelPopV2 V2,LightNovelPopV2 V2,LightNovelPopV2 V2,LightNovelPopV2-V2
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/78f88149335340bffebcfade41e6a326a865625c.asset/AssetData/LingWaiSC-Medium.otf,LingWaiSC-Medium.otf,Valid,LingWai SC Medium,LingWai SC,LingWai SC Medium,MLingWaiMedium-SC
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/bde53ad6e1bb82eb008445d7ed26d067e4c89497.asset/AssetData/LingWaiTC-Medium.otf,LingWaiTC-Medium.otf,Valid,LingWai TC Medium,LingWai TC,LingWai TC Medium,MLingWaiMedium-TC
/System/Library/Fonts/LucidaGrande.ttc,LucidaGrande.ttc,Valid,Lucida Grande,Lucida Grande,Lucida Grande,LucidaGrande
/System/Library/Fonts/Supplemental/Luminari.ttf,Luminari.ttf,Valid,Luminari,Luminari,Luminari,Luminari-Regular
/Users/xiangyucheng/Library/Fonts/M XiangHe Hei SC Std XBlack.otf,M XiangHe Hei SC Std XBlack.otf,Valid,M XiangHe Hei SC Std XBlack,M XiangHe Hei SC Std XBlack,M XiangHe Hei SC Std XBlack,MXiangHeHeiSCStd-XBlack
/Users/xiangyucheng/Library/Fonts/Makinas-4-Flat.otf,Makinas-4-Flat.otf,Valid,Makinas-4-Flat,Makinas-4-Flat,Makinas-4-Flat,Makinas-4-Flat
/Users/xiangyucheng/Library/Fonts/Makinas-4-Square.otf,Makinas-4-Square.otf,Valid,Makinas-4-Square,Makinas-4 Square,Makinas-4-Square,Makinas-4-Square
/System/Library/Fonts/Supplemental/Malayalam MN.ttc,Malayalam MN.ttc,Valid,Malayalam MN,Malayalam MN,Malayalam MN,MalayalamMN
/System/Library/Fonts/Supplemental/Malayalam Sangam MN.ttc,Malayalam Sangam MN.ttc,Valid,Malayalam Sangam MN,Malayalam Sangam MN,Malayalam Sangam MN,MalayalamSangamMN
/System/Library/Fonts/Supplemental/Marion.ttc,Marion.ttc,Valid,Marion Regular,Marion,Marion Regular,Marion-Regular
/System/Library/Fonts/MarkerFelt.ttc,MarkerFelt.ttc,Valid,Marker Felt Thin,Marker Felt,Marker Felt Thin,MarkerFelt-Thin
/Users/xiangyucheng/Library/Fonts/Matisse-EB-TT.ttf,Matisse-EB-TT.ttf,Valid,Matisse-EB-TT,Matisse-EB-TT,Matisse-EB-TT,Matisse-EB-TT
/Users/xiangyucheng/Library/Fonts/Mbf-Regular.ttf,Mbf-Regular.ttf,Valid,Mbf Regular,Mbf,Mbf Regular,Mbf-Regular
/System/Library/Fonts/Menlo.ttc,Menlo.ttc,Valid,Menlo Regular,Menlo,Menlo Regular,Menlo-Regular
/System/Library/Fonts/Supplemental/Microsoft Sans Serif.ttf,Microsoft Sans Serif.ttf,Valid,Microsoft Sans Serif,Microsoft Sans Serif,Microsoft Sans Serif,MicrosoftSansSerif
/Users/xiangyucheng/Library/Fonts/Ming Imperial.TTF,Ming Imperial.TTF,Valid,Ming Imperial,Ming Imperial,Ming Imperial,Ming Imperial
/System/Library/Fonts/Supplemental/Mishafi Gold.ttf,Mishafi Gold.ttf,Valid,Mishafi Gold Regular,Mishafi Gold,Mishafi Gold Regular,DiwanMishafiGold
/System/Library/Fonts/Supplemental/Mishafi.ttf,Mishafi.ttf,Valid,Mishafi Regular,Mishafi,Mishafi Regular,DiwanMishafi
/Users/xiangyucheng/Library/Fonts/MochiyPopPOne-Regular.ttf,MochiyPopPOne-Regular.ttf,Valid,Mochiy Pop P One Regular,Mochiy Pop P One,Mochiy Pop P One Regular,MochiyPopPOne-Regular
/System/Library/Fonts/Monaco.ttf,Monaco.ttf,Valid,Monaco,Monaco,Monaco,Monaco
/System/Library/Fonts/Supplemental/Mshtakan.ttc,Mshtakan.ttc,Valid,Mshtakan,Mshtakan,Mshtakan,Mshtakan
/System/Library/Fonts/MuktaMahee.ttc,MuktaMahee.ttc,Valid,MuktaMahee Regular,MuktaMahee Regular,MuktaMahee Regular,MuktaMahee-Regular
/System/Library/Fonts/Supplemental/Muna.ttc,Muna.ttc,Valid,Muna Regular,Muna,Muna Regular,Muna
/System/Library/Fonts/Supplemental/Myanmar MN.ttc,Myanmar MN.ttc,Valid,Myanmar MN,Myanmar MN,Myanmar MN,MyanmarMN
/System/Library/Fonts/Supplemental/Myanmar Sangam MN.ttc,Myanmar Sangam MN.ttc,Valid,Myanmar Sangam MN,Myanmar Sangam MN,Myanmar Sangam MN,MyanmarSangamMN
/System/Library/Fonts/Supplemental/Nadeem.ttc,Nadeem.ttc,Valid,Nadeem Regular,Nadeem,Nadeem Regular,Nadeem
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/1fb44cf128344a11e654a43ccd7a45a68026bf5d.asset/AssetData/NanumScript.ttc,NanumScript.ttc,Valid,Nanum Brush Script,Nanum Brush Script,Nanum Brush Script,NanumBrush
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/7a0b5c0f3c1d41c4c52a33343496c9c65ad52c50.asset/AssetData/NanumGothic.ttc,NanumGothic.ttc,Valid,NanumGothic,NanumGothic,NanumGothic,NanumGothic
/System/Library/AssetsV2/com_apple_MobileAsset_Font8/4c932c71d74fc9e4c1bd9cbf270374b0b3ee7519.asset/AssetData/NanumMyeongjo.ttc,NanumMyeongjo.ttc,Valid,NanumMyeongjo,NanumMyeongjo,NanumMyeongjo,NanumMyeongjo
/System/Library/Fonts/Supplemental/NewPeninimMT.ttc,NewPeninimMT.ttc,Valid,New Peninim MT,New Peninim MT,New Peninim MT,NewPeninimMT
/System/Library/Fonts/Noteworthy.ttc,Noteworthy.ttc,Valid,Noteworthy Light,Noteworthy,Noteworthy Light,Noteworthy-Light
/System/Library/Fonts/NotoNastaliq.ttc,NotoNastaliq.ttc,Valid,Noto Nastaliq Urdu,Noto Nastaliq Urdu,Noto Nastaliq Urdu,NotoNastaliqUrdu
/System/Library/Fonts/Supplemental/NotoSansAdlam-Regular.ttf,NotoSansAdlam-Regular.ttf,Valid,Noto Sans Adlam Regular,Noto Sans Adlam,Noto Sans Adlam Regular,NotoSansAdlam-Regular
/System/Library/Fonts/NotoSansArmenian.ttc,NotoSansArmenian.ttc,Valid,Noto Sans Armenian Black,Noto Sans Armenian Blk,Noto Sans Armenian Black,NotoSansArmenian-Black
/System/Library/Fonts/Supplemental/NotoSansAvestan-Regular.ttf,NotoSansAvestan-Regular.ttf,Valid,Noto Sans Avestan Regular,Noto Sans Avestan,Noto Sans Avestan Regular,NotoSansAvestan-Regular
/System/Library/Fonts/Supplemental/NotoSansBamum-Regular.ttf,NotoSansBamum-Regular.ttf,Valid,Noto Sans Bamum Regular,Noto Sans Bamum,Noto Sans Bamum Regular,NotoSansBamum-Regular
/System/Library/Fonts/Supplemental/NotoSansBassaVah-Regular.ttf,NotoSansBassaVah-Regular.ttf,Valid,Noto Sans Bassa Vah Regular,Noto Sans Bassa Vah,Noto Sans Bassa Vah Regular,NotoSansBassaVah-Regular
/System/Library/Fonts/Supplemental/NotoSansBatak-Regular.ttf,NotoSansBatak-Regular.ttf,Valid,Noto Sans Batak Regular,Noto Sans Batak,Noto Sans Batak Regular,NotoSansBatak-Regular
/System/Library/Fonts/Supplemental/NotoSansBhaiksuki-Regular.ttf,NotoSansBhaiksuki-Regular.ttf,Valid,Noto Sans Bhaiksuki Regular,Noto Sans Bhaiksuki,Noto Sans Bhaiksuki Regular,NotoSansBhaiksuki-Regular
/System/Library/Fonts/Supplemental/NotoSansBrahmi-Regular.ttf,NotoSansBrahmi-Regular.ttf,Valid,Noto Sans Brahmi Regular,Noto Sans Brahmi,Noto Sans Brahmi Regular,NotoSansBrahmi-Regular
/System/Library/Fonts/Supplemental/NotoSansBuginese-Regular.ttf,NotoSansBuginese-Regular.ttf,Valid,Noto Sans Buginese Regular,Noto Sans Buginese,Noto Sans Buginese Regular,NotoSansBuginese-Regular
/System/Library/Fonts/Supplemental/NotoSansBuhid-Regular.ttf,NotoSansBuhid-Regular.ttf,Valid,Noto Sans Buhid Regular,Noto Sans Buhid,Noto Sans Buhid Regular,NotoSansBuhid-Regular
/System/Library/Fonts/Supplemental/NotoSansCanadianAboriginal-Regular.otf,NotoSansCanadianAboriginal-Regular.otf,Valid,Noto Sans Canadian Aboriginal Regular,Noto Sans CanAborig,Noto Sans Canadian Aboriginal Regular,NotoSansCanadianAboriginal-Regular
/System/Library/Fonts/Supplemental/NotoSansCarian-Regular.ttf,NotoSansCarian-Regular.ttf,Valid,Noto Sans Carian Regular,Noto Sans Carian,Noto Sans Carian Regular,NotoSansCarian-Regular
/System/Library/Fonts/Supplemental/NotoSansCaucasianAlbanian-Regular.ttf,NotoSansCaucasianAlbanian-Regular.ttf,Valid,Noto Sans Caucasian Albanian Regular,Noto Sans CaucAlban,Noto Sans Caucasian Albanian Regular,NotoSansCaucasianAlbanian-Regular
/System/Library/Fonts/Supplemental/NotoSansChakma-Regular.ttf,NotoSansChakma-Regular.ttf,Valid,Noto Sans Chakma Regular,Noto Sans Chakma,Noto Sans Chakma Regular,NotoSansChakma-Regular
/System/Library/Fonts/Supplemental/NotoSansCham-Regular.ttf,NotoSansCham-Regular.ttf,Valid,Noto Sans Cham Regular,Noto Sans Cham,Noto Sans Cham Regular,NotoSansCham-Regular
/System/Library/Fonts/Supplemental/NotoSansCoptic-Regular.ttf,NotoSansCoptic-Regular.ttf,Valid,Noto Sans Coptic Regular,Noto Sans Coptic,Noto Sans Coptic Regular,NotoSansCoptic-Regular
/System/Library/Fonts/Supplemental/NotoSansCuneiform-Regular.ttf,NotoSansCuneiform-Regular.ttf,Valid,Noto Sans Cuneiform Regular,Noto Sans Cuneiform,Noto Sans Cuneiform Regular,NotoSansCuneiform-Regular
/System/Library/Fonts/Supplemental/NotoSansCypriot-Regular.ttf,NotoSansCypriot-Regular.ttf,Valid,Noto Sans Cypriot Regular,Noto Sans Cypriot,Noto Sans Cypriot Regular,NotoSansCypriot-Regular
/System/Library/Fonts/Supplemental/NotoSansDuployan-Regular.ttf,NotoSansDuployan-Regular.ttf,Valid,Noto Sans Duployan Regular,Noto Sans Duployan,Noto Sans Duployan Regular,NotoSansDuployan-Regular
/System/Library/Fonts/Supplemental/NotoSansEgyptianHieroglyphs-Regular.ttf,NotoSansEgyptianHieroglyphs-Regular.ttf,Valid,Noto Sans Egyptian Hieroglyphs Regular,Noto Sans EgyptHiero,Noto Sans Egyptian Hieroglyphs Regular,NotoSansEgyptianHieroglyphs-Regular
/System/Library/Fonts/Supplemental/NotoSansElbasan-Regular.ttf,NotoSansElbasan-Regular.ttf,Valid,Noto Sans Elbasan Regular,Noto Sans Elbasan,Noto Sans Elbasan Regular,NotoSansElbasan-Regular
/System/Library/Fonts/Supplemental/NotoSansGlagolitic-Regular.ttf,NotoSansGlagolitic-Regular.ttf,Valid,Noto Sans Glagolitic Regular,Noto Sans Glagolitic,Noto Sans Glagolitic Regular,NotoSansGlagolitic-Regular
/System/Library/Fonts/Supplemental/NotoSansGothic-Regular.ttf,NotoSansGothic-Regular.ttf,Valid,Noto Sans Gothic Regular,Noto Sans Gothic,Noto Sans Gothic Regular,NotoSansGothic-Regular
/System/Library/Fonts/Supplemental/NotoSansGunjalaGondi-Regular.otf,NotoSansGunjalaGondi-Regular.otf,Valid,Noto Sans Gunjala Gondi Regular,Noto Sans Gunjala Gondi,Noto Sans Gunjala Gondi Regular,NotoSansGunjalaGondi-Regular
